SP2 Parser Failure
6	58811397
14	58839133
21	58777890
22	58794320
22	58788413
22	58808173
22	58809518
35	58804385
35	58790606
140	58834981
140	58833823
168	58808853

Unidentified
2	58746350
2	58820260
2	58884580
2	58775831
2	58777911
2	58791531
2	58820251
2	58820271
2	58823851
2	58830081
2	58857441
2	58871081
2	58745012
2	58806963
2	58835333
2	58853953
2	58759094
2	58786504
2	58791494
2	58807654
2	58857434
2	58746025
2	58789155
2	58838185
2	58883365
2	58786496
2	58879156
2	58808427
2	58836337
2	58839357
2	58856817
2	58857417
2	58801988
2	58820268
2	58755259
2	58769469
2	58799989
2	58811719
4	58771860
4	58812580
4	58823340
4	58883690
4	58823331
4	58822804
4	58763389
6	58877925
6	58773747
6	58838478
6	58819839
6	58841759
6	58879419
8	58829850
8	58880410
8	58771191
8	58824941
8	58842011
8	58832642
8	58845422
8	58768583
8	58785554
8	58798584
8	58864254
8	58781395
8	58820215
8	58808877
8	58745098
8	58798658
9	58763284
9	58763186
9	58871546
9	58851738
9	58851809
9	58886139
10	58845791
10	58789772
10	58845792
10	58877702
10	58767824
10	58845785
10	58845786
10	58845788
10	58845789
10	58856679
11	58858030
11	58840321
11	58776792
11	58800882
11	58775503
11	58838593
11	58860583
11	58870274
11	58840695
11	58869946
11	58880596
11	58747027
11	58848827
11	58814298
12	58840190
12	58832962
12	58777443
14	58792535
15	58821140
15	58841940
15	58833711
15	58882202
15	58758865
15	58882395
15	58783689
16	58856521
16	58775532
16	58838242
16	58781284
16	58882595
16	58841447
16	58879368
17	58882291
17	58806053
17	58770884
17	58814097
18	58836950
18	58836951
18	58836953
18	58836945
18	58836946
18	58836956
18	58836947
18	58836948
18	58836949
19	58851540
19	58812881
19	58878825
19	58787656
20	58822940
20	58847960
20	58874940
20	58746261
20	58768871
20	58822911
20	58822921
20	58876652
20	58831583
20	58883983
20	58883104
20	58798325
20	58874075
20	58802048
20	58838418
20	58870688
21	58843370
21	58822593
21	58822679
22	58764530
22	58766480
22	58793170
22	58825280
22	58832020
22	58763241
22	58873601
22	58843912
22	58853192
22	58859042
22	58745503
22	58807223
22	58817963
22	58823843
22	58862613
22	58755664
22	58854524
22	58862554
22	58864284
22	58770185
22	58778745
22	58780995
22	58797265
22	58806165
22	58824835
22	58780506
22	58808876
22	58811406
22	58757727
22	58784587
22	58758898
22	58771898
22	58779978
22	58787728
22	58842158
22	58788479
22	58865759
22	58871869
23	58812463
23	58863613
23	58757425
23	58804205
23	58810848
23	58769619
24	58772121
24	58772171
24	58772181
24	58772241
24	58795421
24	58772142
24	58772162
24	58772137
24	58772218
24	58772228
24	58772149
24	58772189
24	58772249
25	58869710
25	58866161
25	58866191
25	58866175
25	58869726
25	58870746
25	58814769
26	58807880
26	58841241
26	58881073
26	58876487
28	58795470
28	58835430
28	58865830
28	58772302
28	58796282
28	58855182
28	58781643
28	58755244
28	58780894
28	58790004
28	58813714
28	58824614
28	58832924
28	58861644
28	58886894
28	58746975
28	58776275
28	58814555
28	58835535
28	58873295
28	58795366
28	58862636
28	58765347
28	58775297
28	58795467
28	58804957
28	58818377
28	58833067
28	58886697
28	58763288
28	58789998
28	58835608
28	58886348
28	58754529
28	58754779
28	58823639
29	58876108
29	58862609
29	58865289
30	58823961
30	58875443
30	58766745
30	58757926
30	58807968
31	58881057
32	58798241
32	58809321
32	58856772
32	58811634
32	58831844
32	58830565
32	58830585
32	58830586
32	58795719
32	58808859
32	58831859
32	58856629
35	58756710
35	58793120
35	58803601
35	58809141
35	58823561
35	58824351
35	58842771
35	58847671
35	58860901
35	58861841
35	58885911
35	58767082
35	58768832
35	58804402
35	58884732
35	58886262
35	58762903
35	58789173
35	58809123
35	58821273
35	58854283
35	58858823
35	58872753
35	58880073
35	58881653
35	58884673
35	58756224
35	58765484
35	58777604
35	58803944
35	58809954
35	58845394
35	58853574
35	58853804
35	58876634
35	58881824
35	58783355
35	58847535
35	58874925
35	58885175
35	58854326
35	58857416
35	58876666
35	58884036
35	58746897
35	58763247
35	58790867
35	58819917
35	58847067
35	58853397
35	58858047
35	58862367
35	58883477
35	58884727
35	58778088
35	58783328
35	58801058
35	58805548
35	58806638
35	58845798
35	58863448
35	58884718
35	58884748
35	58746339
35	58772119
35	58801639
35	58811729
35	58874459
35	58881729
41	58804251
41	58861961
41	58804243
41	58767035
41	58804266
41	58795898
41	58822979
42	58856953
43	58839160
43	58851410
43	58829281
43	58766312
43	58818663
43	58845064
43	58852336
43	58793508
43	58818238
43	58853618
43	58771279
43	58839239
43	58853629
44	58774630
44	58883093
44	58773505
45	58882680
45	58863321
45	58884391
45	58884494
45	58830048
45	58878138
46	58845592
46	58744514
46	58877005
46	58845617
46	58778999
51	58824432
51	58795803
51	58777775
51	58842417
51	58860917
52	58809781
72	58812940
72	58776972
72	58806022
72	58875112
72	58840106
72	58836039
75	58804191
77	58825130
77	58825132
77	58825133
77	58884847
77	58825129
81	58849351
81	58804059
90	58746440
90	58746362
90	58832803
90	58832804
90	58832806
90	58832807
96	58723103
140	58835463
140	58875114
140	58853018
151	58832726
151	58832727
156	58767334
159	58807472
161	58779006
175	58756718
191	58777230
191	58778660
196	58814535
224	58789398
247	58820420
251	58857195
251	58856656
254	58816794
268	58764220
268	58780280
268	58791060
268	58856260
268	58764555
268	58768196
268	58884857
390	58766501

Unimplemented

SP1 Possibly Timed Out
8	58884442
11	58743791
11	58833661
11	58776346
11	58744148
15	58803084
19	58873484
19	58774468
19	58842202
19	58857188
21	58777886
22	58787417
30	58850690
32	58830551
35	58849021
35	58849033
35	58849035
35	58849006
35	58848877
35	58849017
42	58756245
42	58756339
43	58767135
43	58775491
151	58782580
