SP2 Parser Failure
12	59959497
    17	59893927 59897689 59983219F
    19	59953536f 59950649f 59986509f
22	59945191 59920029
26	60024746 60002388
35	60027505
    83	59987550f 59987531f 59987532f 59987533f 59987534f 59987544f 59987545f 59987536f 59987547f 59987549f
91	59935725
162	59920130 59920135
248	59953623
251	59997919

Unidentified
2	59930360 59977760 59977741 59831732 59977132 59977752 59905323 59963533 59994614 60012454 60028124 59941155 59989985 60013525 59930366 59975338 59989988 60025408 59922439
3	59927195 60002875
4	60010190 59949612 59942483 59882534 60010564 59887587 59902017 59942067 60009898 59887759
6	59861562 59873092 60027062 59873215 60009435 59883276 59948936 59949306 60013986 59944377 59873238
8	59924420 59949930 60006790 59883001 59970321 60006151 59874802 59862043 59894883 59906343 59979364 60007694 59960905 59976615 59940406 59894107 59955047 59972487 59895618 59970738 59896959 59961219
9	59932290 59948760 59894481 59893403 59940604 60006384 59895246 59976356 59940387 60020987 60012658 59913169
10	59893591 59992517
11	59915630 59938800 59861352 59875362 59917782 59943212 60024382 59917664 59987856 59989007 60027347
12	60000951 59989722 59881493 59934733 59944363 60019363 59947044 59944065 60015107 59981548 60003068
14	59968590 59968660 59968621 59978061 59972882 59968643 59968624
15	59880680 59927730 59973040 59974941 60001632 59995713 59995704 60009955 59896916 59995718 59948959
16	59892530 59939824 59945715 60030116
17	60007001 59873002 59903417 59985248
19	59928174 59872519
20	59893530 59986920 59997230 60010070 59971091 60022551 59909132 59920742 59930302 59913083 59961053 60022904 59908445 59979835 59995965 60028715 59861886 59899616 59911356 59864707 59963407 59909088 60000998 59959389 59959789 60024479
22	59886950 59912200 59912210 59974880 60000081 60019391 60030521 59895952 59918502 59919252 60009652 60011902 59897573 59907253 59927433 60003053 59876344 59896034 59918334 59988234 60009894 60023904 59928165 59965625 59906096 59953756 59993996 59899107 59916507 59918237 59918567 59922547 59985017 60018867 59924568 59935958 59948888 59985308 59876169 59896089 59908219 59985399
23	59912870 60015420 60017120 59954601 60009471 59946362 60010552 60010972 60000843 60009953 59904774 59928124 60001164 59921605 60025975 60026205 59885006 60019046 59912917 60020117 60005418 59963649 60019189 60019799 60026209
24	59919861 59965791 59966753 59975767 60026169
25	59983304 59919065 59966238
26	59976311 59933285 59891058 59894338
27	59917432
28	59898480 59907360 59947441 59916792 59947412 59874103 59939153 59943353 59969133 59910485 59923945 59940615 60005515 59862226 59911036 59950766 59997076 59998376 59963307 60011757 59916778 59958108 59998588 59916809 59919739 59928929 59986239
29	59927760 59963380 59965350 59890011 59894532 59958652 59917033 59918613 59957533 59964563 59955146 59963906 59964606 60011786 60013096 59889087 59971887 60012139
30	59908123 59976063 59999358 59933909
31	59895570 59983914 59915095 60022075
32	59877050 59877051 59877052 59894452 59939572 59956162 59877053 59894613 59877054 59877055 59939555 59917327 59939577 59877048 59877049 59894019 59894539 59939549
35	59926030 59926080 60018940 59864251 59875251 59890491 59909551 59927931 59966471 60012421 60016791 59860822 59886322 59920612 59927932 59931352 60008072 60011242 60025032 60026932 60030432 59861653 59900353 59909733 59914743 59927593 60016803 60030363 59888934 59897264 59911034 59934214 59972924 59995844 60001034 60014654 60016594 60016804 60026934 59864415 59893225 59902935 59908055 59908075 59913835 59918935 59929955 59981205 59984615 59863136 59897526 59911436 59940956 59952946 59955966 59985576 60017106 59864417 59880807 59909167 59909527 59973527 59979647 60007297 60019247 60022497 59870788 59902808 59913218 59913328 59915638 59924608 59946608 59973528 60019608 60020258 60023018 60023078 60026928 59882579 59894069 59909229 59909349 59915299 59979209 59981189 60017049 60024689 60024699
41	59962982 59888194 60010306 59915917 59943668
42	59892150 59919883 59941893 59941934 59919966 60020696
    43	59964020F 60009750F 59864391F 60022391F 59892762F 59922472F 59923312F 59924962F 59991983F 59992473F 60013363F 60023473F 59921534F 60018034F 60005785F 59944236F 59956396F 59978066F 59915427F 60013017F 59892258F 59946339F 59956589F
44	59952670 59901363 59903863 59883555 59940376 60006578
45	59938750 59957271 59860215 59938916 59875859
46	59890800 59994523 59918355 59933105 59963358 59975779
50	59971506 59971639
    51	59915062F 59902583F 59932923F 59904465F 59916715F 59989016F 59993056F 59873987F 59874267F
57	60006634
72	59875801 60018427
75	59888619
77	59860760 59994820 59950739
81	59957107
83	59989489
139	59886031
    140	60025612F 59872273F 59933197F 59933248F 59980268F 59980318F 59813999F 60003609F
156	59956691 59951726
162	59920117 59920118 59920129
166	59963582 59963585
168	59935120
169	59644633
175	59918833
    176	59885800N 59885850N 59885773N 59885783N 59885788N
178	59960646
183	59984682 59985449
193	59952815
195	60025144
226	59927067
254	59955406
268	59988335 59910606
    349	59957020N 59957043N 59741905N 59956995N 59956876N 59956927N 59957029N
375	59861481
389	59977651
393	60024607

Unimplemented

SP1 Possibly Timed Out
6	59897925
8	59942780 59998590
11	59972072 59892113 59882726
    14	59898640N 59898671N 59900632N 59898653N 59900613N 59898605N 59898675N 59900588N 59900648N 59898699N
    19	59962901f 60012092f 60024233f 59887535f 59887536f 59937886f
20	59861870
21	59916833 59916835
22	59999072 59953329 59912173
23	59916964
30	59928676 59919648 59932208 59957968 60000408
    31	59911580 59953930 59913021 59966761 60023321 59888972 59969783 59907734 59933614 59939204 59963334 60003054 60010295 59951826 59959356 59923207 59943057 59906068 59940368 59943288 59947738 59959708 59950199 60006769
35	59980303 59903508 59980239 59915762 59912673 59917384 59911337 59914029 59918649
42	60018334
43	59956140 59999173 59936854
44	59952656
46	59969979
140	59980286
